objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/1,tags/2,tags/3,tags/4,additionalImages/0,additionalImages/1,additionalImages/2,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,additionalImages/7,additionalImages/8,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,tags/14,tags/15,tags/16,tags/17,constituents/4/role,constituents/4/name,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22
392587,false,66.544.58,true,https://images.metmuseum.org/CRDImages/dp/original/DP818451.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP818451.jpg,,Drawings and Prints,Print,Helluones librorum (Bookworms),,,,,,Artist,,Joshua Kirby Baldrey,"British, 1754–1828",,"Baldrey, John Kirby",British,1754,1828,"November 10, 1786",1786,1786,Aquatint printed in brown ink,sheet (trimmed within plate): 11 x 14 5/16 in. (28 x 36.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/392587,Books,Artist,Joshua Kirby Baldrey,Artist,Aquatint by Francis Jukes,Artist,After Robert Chilton,Sitter,Portrait of Samuel Vince,Men,Reading,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390805,false,51.501.2246,true,https://images.metmuseum.org/CRDImages/dp/original/DP818744.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP818744.jpg,,Drawings and Prints,Print,The Surgeon (La Saignée),,,,,Trades (Les Métiers),Artist,,Abraham Bosse,"French, Tours 1602/1604–1676 Paris",,"Bosse, Abraham",French,1602,1676,1632,1632,1632,Etching and engraving,sheet: 10 1/4 x 13 7/16 in. (26 x 34.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/390805,Men,Artist,Abraham Bosse,Publisher,Published by Jean I Leblond,,,,,Women,Cats,Dogs,Doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394669,false,53.600.1116,true,https://images.metmuseum.org/CRDImages/dp/original/DP826272.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826272.jpg,,Drawings and Prints,Print,Two Women with Children,,,,,,Artist,,"Jean Claude Richard, Abbé de Saint-Non","French, Paris 1727–1791 Paris",,"Saint-Non, Jean Claude Richard, Abbé de",French,1727,1791,1766,1766,1766,Aquatint in brown ink,sheet: 9 5/8 x 6 7/8 in. (24.5 x 17.4 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394669,Children,Artist,"Jean Claude Richard, Abbé de Saint-Non",Artist,After François Boucher,,,,,Men,Women,Reading,Cats,,,,,,,,,,Daily Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394666,false,53.600.1023,true,https://images.metmuseum.org/CRDImages/dp/original/DP826270.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826270.jpg,,Drawings and Prints,Print,Dangerous Caresses,,,,,,Artist,,Joseph de Longueil,"French, Givet, Ardennes 1730–1792 Paris",,"Longueil, Joseph de",French,1730,1792,,1730,1792,Etching and engraving,sheet: 10 7/8 x 8 1/8 in. (27.7 x 20.6 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394666,Profiles,Artist,Joseph de Longueil,Artist,After François Boucher,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376723,false,68.761.9,true,https://images.metmuseum.org/CRDImages/dp/original/DP815330.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815330.jpg,,Drawings and Prints,Print,Olympia,,,,,,Artist,After,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832,1883,1923,1923,1923,"color woodcut, printed in black and ochre ink on thin parchment paper",sheet: 7 7/8 x 10 in. (20 x 25.4 cm),"Gift of Mrs. Margarete Wohl, 1968",,,,,,,,,,,,Prints,,,2019-05-24T04:46:04.46Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/376723,Female Nudes,Artist,After Edouard Manet,,,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369751,false,33.72.3,true,https://images.metmuseum.org/CRDImages/dp/original/MM85803.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/MM85803.jpg,,Drawings and Prints,Book,Hearth and Home,,,,,,Publisher,,"Pettengil, Bates & Co.","New York, NY",,"Pettengil, Bates & Co.",American,1800,1900,1868–70,1868,1870,Illustrations: engraving,16 5/16 x 11 1/4 in. (41.5 x 28.5 cm),"Harris Brisbane Dick Fund, 1933",,,,,,,,,,,,Books,,,2019-05-14T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/369751,Farms,Publisher,"Pettengil, Bates &amp; Co.",Engraver,Nathaniel Orr,Illustrator,Edwin Austin Forbes,Sitter,Ulysses S. Grant,Houses,Men,Women,Cats,,,,,,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371478,false,17.21.40,true,https://images.metmuseum.org/CRDImages/dp/original/DP827612.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827612.jpg,,Drawings and Prints,Print,Woman Churning Butter,,,,,,Artist,,Jean-François Millet,"French, Gruchy 1814–1875 Barbizon",,"Millet, Jean-François",French,1814,1875,1855–56,1855,1856,Etching on thin laid paper; third state of three (final state),"plate: 7 1/16 x 4 5/8 in. (17.9 x 11.8 cm)
sheet: 7 7/8 x 5 9/16 in. (20 x 14.1 cm)","Gift of David Keppel, 1917",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/371478,Women,Artist,Jean-François Millet,Publisher,Published by Auguste Delâtre,,,,,Cats,Working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371525,false,23.65.14,true,https://images.metmuseum.org/CRDImages/dp/original/DP827609.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827609.jpg,,Drawings and Prints,Print,Woman Churning Butter,,,,,,Artist,,Jean-François Millet,"French, Gruchy 1814–1875 Barbizon",,"Millet, Jean-François",French,1814,1875,1855–56,1855,1856,Etching on chine collé; third (final) state,"plate: 7 3/16 x 4 3/4 in. (18.2 x 12 cm)
sheet: 12 5/8 x 9 3/4 in. (32.1 x 24.8 cm)","Gift of Theodore De Witt, 1923",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/371525,Women,Artist,Jean-François Millet,,,,,,,Cats,Working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371226,false,28.93.2,true,https://images.metmuseum.org/CRDImages/dp/original/DP815456.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815456.jpg,,Drawings and Prints,Print,Olympia,,,,,,Artist,After,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832,1883,published 1902,1902,1902,Wood engraving,"image: 5 3/16 x 7 5/16 in. (13.2 x 18.5 cm)
sheet: 7 5/16 x 10 3/8 in. (18.5 x 26.4 cm)","Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,,2019-05-24T04:46:04.46Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/371226,Men,Artist,After Edouard Manet,Artist,Engraved by Moller,,,,,Female Nudes,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463188,true,09.137.2,true,https://images.metmuseum.org/CRDImages/md/original/DT153.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT153.jpg,,Medieval Art,Tapestry,Courtiers in a Rose Garden: A Lady and Two Gentlemen,South Netherlandish,,,,,,,,,,,,,,ca. 1440–50,1440,1450,"Wool warp; wool, silk, metallic weft yarns",Overall: 9 ft. 5 3/4 in. x 10 ft. 8 in.  (288.9 x 325.1 cm),"Rogers Fund, 1909",,,,,,,,,,,,Textiles-Tapestries,,,2019-03-01T03:00:47.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/463188,Cats,,,,,,,,,Monkeys,Men,Women,Roses,https://images.metmuseum.org/CRDImages/md/original/AR2.jpg,https://images.metmuseum.org/CRDImages/md/original/AR3.jpg,https://images.metmuseum.org/CRDImages/md/original/AR4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422043,false,63.350.202.42.40,true,https://images.metmuseum.org/CRDImages/dp/original/DP839280.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP839280.jpg,,Drawings and Prints,Print,"Saddle-back, from the Song Birds of the World series (N42) for Allen & Ginter Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,1890,1890,1890,Commercial color lithograph,Sheet: 2 7/8 x 3 1/4 in. (7.3 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/422043,Birds,Publisher,Issued by Allen &amp; Ginter,Lithographer,George S. Harris &amp; Sons,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421993,false,63.350.202.42.12,true,https://images.metmuseum.org/CRDImages/dp/original/DP839252.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP839252.jpg,,Drawings and Prints,Print,"Canary Bird, from the Song Birds of the World series (N42) for Allen & Ginter Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,1890,1890,1890,Commercial color lithograph,Sheet: 2 7/8 x 3 1/4 in. (7.3 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/421993,Birds,Publisher,Issued by Allen &amp; Ginter,Lithographer,George S. Harris &amp; Sons,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418647,false,63.350.203.45.1519,true,https://images.metmuseum.org/CRDImages/dp/original/DP831726.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP831726.jpg,,Drawings and Prints,Photograph,"Vesta Victoria, from the Actors and Actresses series (N45, Type 8) for Virginia Brights Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,ca. 1888,1885,1891,Albumen photograph,Sheet: 2 5/8 x 1 1/2 in. (6.6 x 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/418647,Portraits,Publisher,Issued by Allen &amp; Ginter,,,,,,,Women,Cats,Actresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420179,false,63.350.202.39.37,true,https://images.metmuseum.org/CRDImages/dp/original/DP839116.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP839116.jpg,,Drawings and Prints,Print,"Skate, from Fish from American Waters series (N39) for Allen & Ginter Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,1889,1889,1889,Commercial color lithograph,Sheet: 2 7/8 x 3 1/4 in. (7.3 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/420179,Cats,Publisher,Issued by Allen &amp; Ginter,Lithographer,"Lithography by Lindner, Eddy &amp; Claus",,,,,Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420108,false,63.350.202.39.12,true,https://images.metmuseum.org/CRDImages/dp/original/DP839073.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP839073.jpg,,Drawings and Prints,Print,"Flounder, from Fish from American Waters series (N39) for Allen & Ginter Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,1889,1889,1889,Commercial color lithograph,Sheet: 2 7/8 x 3 1/4 in. (7.3 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/420108,Cats,Publisher,Issued by Allen &amp; Ginter,Lithographer,"Lithography by Lindner, Eddy &amp; Claus",,,,,Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459315,false,1975.1.788,true,https://images.metmuseum.org/CRDImages/rl/original/SF-1975-1-788.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/SF-1975-1-788.jpg,,Robert Lehman Collection,Drawing,Peasant Family in a Barn,,,,,,Artist,Copy after,Isaac van Ostade,"Dutch, Haarlem 1621–1649 Haarlem",,"Ostade, Isaac van",Dutch,1621,1649,1640s,1640,1649,"Pen and brown ink, brown and gray wash, and watercolor (mainly brown, gray, red, green, yellow) over traces of black chalk.",10 11/16 x 15 3/16 in.  (27.1 x 38.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/459315,Barns,Artist,Copy after Isaac van Ostade,,,,,,,Interiors,Children,Women,Cats,,,,,,,,,,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359064,false,1978.643.25(3),true,https://images.metmuseum.org/CRDImages/dp/original/DP875725.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP875725.jpg,,Drawings and Prints,Print,Broadside with 36 images of quadrupeds (animals),,,,,,Publisher,,Juan Llorens,"Spanish, active Barcelona, ca. 1855–70",,"Llorens, Juan",Spanish,1800,1900,1862,1862,1862,Wood engraving,sheet: 17 5/16 x 13 1/8 in. (44 x 33.3 cm),"Max G. Wildnauer Fund, 1978",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/359064,Cats,Publisher,Juan Llorens,,,,,,,Elephants,Horses,Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405346,false,49.95.115,true,https://images.metmuseum.org/CRDImages/dp/original/DP822108.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP822108.jpg,,Drawings and Prints,Print,"Simeon, from the series The Twelve Patriarchs",,,,,,Artist,After,Maarten van Heemskerck,"Netherlandish, Heemskerck 1498–1574 Haarlem",,"Heemskerck, Maarten van",Netherlandish,1498,1574,1550,1550,1550,Etching; second state,"Sheet: 8 5/16 x 10 5/8 in. (21.1 x 27 cm)
Mount: 9 1/4 x 14 3/16 in. (23.5 x 36.1 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,,2019-02-14T04:42:47.037Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/405346,Animals,Artist,After Maarten van Heemskerck,Artist,Etched by Dirck Volckertsz Coornhert,,,,,Weapons,Skulls,Men,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381419,false,22.60.25(73),true,https://images.metmuseum.org/CRDImages/dp/original/DP817468.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP817468.jpg,,Drawings and Prints,Print,Plate 73 from 'The Disasters of War' (Los Desastres de la Guerra): 'Feline pantomime.' (Gatesca pantomima.),,,,,The Disasters of War,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,after 1814–15 (published 1863),1863,1863,"Etching, burin and burnisher","Plate: 6 7/8 × 8 3/8 in. (17.4 × 21.2 cm)
Sheet: 9 5/8 × 13 9/16 in. (24.4 × 34.5 cm)","Purchase, Rogers Fund and Jacob H. Schiff Bequest, 1922",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/381419,Human Figures,Artist,Goya (Francisco de Goya y Lucientes),,,,,,,Owls,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380491,false,18.64(65),true,https://images.metmuseum.org/CRDImages/dp/original/DP817121.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP817121.jpg,,Drawings and Prints,Print,Plate 65  from ' Los Caprichos':Where is mom going? (Donde vá mamá?),,,,,Los Caprichos,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1799,1799,1799,"Etching, aquatint and drypoint","Plate: 8 1/8 × 6 7/16 in. (20.6 × 16.4 cm)
Sheet: 11 5/8 × 8 1/4 in. (29.5 × 20.9 cm)","Gift of M. Knoedler & Co., 1918",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/380491,Female Nudes,Artist,Goya (Francisco de Goya y Lucientes),,,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380707,false,18.64(60),true,https://images.metmuseum.org/CRDImages/dp/original/DP817000.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP817000.jpg,,Drawings and Prints,Print,Pllate 60 from 'Los Caprichos': Trials (Ensayos.),,,,,Los Caprichos,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1799,1799,1799,"Etching, aquatint and burin","Plate: 8 1/8 x 6 7/16 in. (20.6 x 16.4 cm)
Sheet: 11 5/8 x 8 5/16 in. (29.5 x 21.1 cm)","Gift of M. Knoedler & Co., 1918",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/380707,Skulls,Artist,Goya (Francisco de Goya y Lucientes),,,,,,,Male Nudes,Female Nudes,Cats,Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364909,false,53.600.1020(5),true,https://images.metmuseum.org/CRDImages/dp/original/DP826286.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826286.jpg,,Drawings and Prints,Print,The Chinese Gardener,,,,,,Artist,,John Ingram,"British, London 1721 active to 1763",,"Ingram, John",British,1721,1759,1741–63,1741,1763,Etching and engraving,sheet: 8 11/16 x 5 11/16 in. (22 x 14.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/364909,Children,Artist,John Ingram,Artist,After François Boucher,,,,,Women,Cats,Gardeners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368232,false,49.21.30,true,https://images.metmuseum.org/CRDImages/dp/original/DP824349.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP824349.jpg,,Drawings and Prints,Print,The Jewish Family Sitting Around the Stove,,,,,,Artist,,Johann Christoph Erhard,"German, Nuremberg 1795–1822 Rome",,"Erhard, Johann Christoph",German,1795,1822,1817,1817,1817,Etching; first state,"plate: 6 3/4 x 8 7/8 in. 
sheet: 8 x 10 1/8 in.","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/368232,Interiors,Artist,Johann Christoph Erhard,,,,,,,Girls,Men,Women,Cats,,,,,,,,,,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398709,false,62.520.193,true,https://images.metmuseum.org/CRDImages/dp/original/DP818676.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP818676.jpg,,Drawings and Prints,Print,Le Traité de Paix avec Rome (The Peace Treaty with Rome),,,,,,Artist,,"Anonymous, French, 18th century",,,"Anonymous, French, 18th century",French,1700,1800,ca. 1789,1784,1794,Hand-colored etching,"plate: 10 9/16 x 12 3/4 in. (26.8 x 32.4 cm)
sheet: 11 1/16 x 13 3/8 in. (28.1 x 34 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,,2019-02-24T03:00:47.23Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/398709,Satire,Artist,"Anonymous, French, 18th century",,,,,,,Politics,Roosters,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415697,false,63.350.203.45.950,true,https://images.metmuseum.org/CRDImages/dp/original/DP830959.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP830959.jpg,,Drawings and Prints,Photograph,"Card 1040, ""See my Kittie!"", from the Actors and Actresses series (N45, Type 2) for Virginia Brights Cigarettes",,,,,,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",,Allen & Ginter,American,,,ca. 1888,1885,1891,Albumen photograph,Sheet: 2 3/4 x 1 3/8 in. (7 x 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/415697,Portraits,Publisher,Issued by Allen &amp; Ginter,,,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416728,false,17.50.16-169,true,https://images.metmuseum.org/CRDImages/dp/original/DP841417.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP841417.jpg,,Drawings and Prints,Print,The Holy Family,,,,,,Artist,,Cornelis Cort,"Netherlandish, Hoorn ca. 1533–1578 Rome",,"Cort, Cornelis",Netherlandish,1533,1578,1577,1577,1577,Engraving,Sheet: 13 1/8 × 9 1/2 in. (33.3 × 24.1 cm),"Purchase, Joseph Pulitzer Bequest, 1917",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/416728,Birds,Artist,Cornelis Cort,Artist,After Federico Barocci,,,,,Cats,Christ,Holy Family,Saint Joseph,,,,,,,,,,Virgin Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436975,false,92.1.49,true,https://images.metmuseum.org/CRDImages/ep/original/DP143204.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP143204.jpg,,European Paintings,Painting,Reverie,,,,,,Artist,,Matthys Maris,"Dutch, The Hague 1839–1917 London",,"Maris, Matthys",Dutch,1839,1917,1875,1875,1875,Oil on canvas,12 x 9 1/4 in. (30.5 x 23.5 cm),"Bequest of Elizabeth U. Coles, in memory of her son, William F. Coles, 1892",,,,,,,,,,,,Paintings,,,2019-07-21T03:00:42.11Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436975,Interiors,Artist,Matthys Maris,,,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644181,false,63.350.207.145.1.186,true,https://images.metmuseum.org/CRDImages/dp/original/DP866089.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP866089.jpg,,Drawings and Prints,Print,"Card Number 110, Geraldine Ulmer, from the Actors and Actresses series (N145-1) issued by Duke Sons & Co. to promote Cross Cut Cigarettes",,,,,,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.",,"Duke, W. Sons & Co.",,1870,1920,1880s,1880,1889,Albumen photograph,Sheet: 2 1/2 × 1 3/8 in. (6.4 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs,,,2019-05-03T04:47:15.97Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/644181,Portraits,Publisher,"Issued by W. Duke, Sons &amp; Co.",,,,,,,Women,Cats,Actresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644219,false,63.350.207.145.1.219,true,https://images.metmuseum.org/CRDImages/dp/original/DP866122.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP866122.jpg,,Drawings and Prints,Print,"Card Number 110, Geraldine Ulmer, from the Actors and Actresses series (N145-1) issued by Duke Sons & Co. to promote Cross Cut Cigarettes",,,,,,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.",,"Duke, W. Sons & Co.",,1870,1920,1880s,1880,1889,Albumen photograph,Sheet: 2 1/2 × 1 3/8 in. (6.4 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs,,,2019-05-03T04:47:15.97Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/644219,Portraits,Publisher,"Issued by W. Duke, Sons &amp; Co.",,,,,,,Women,Cats,Actresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643308,false,33.40.43,true,https://images.metmuseum.org/CRDImages/aa/original/33.40.43_001mar2014.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/33.40.43_001mar2014.jpg,,Arms and Armor,Sword guard (Tsuba),Sword Guard (Tsuba),Japanese,,,,,,,,,,,,,,18th century,1701,1800,"Iron, gold, silver, copper",H. 3 3/8 in. (8.6 cm); W. 3 1/8 in. (7.9 cm); thickness 1/4 in. (0.6 cm); Wt. 5.8 oz. (164.4 g),"Bequest of Edward G. Kennedy, 1932",Country of Origin,,,,Japan,,,,,,,Sword Furniture-Tsuba,,,2019-07-05T03:00:32.247Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/643308,Men,,,,,,,,,Cats,,,,https://images.metmuseum.org/CRDImages/aa/original/33.40.43_002mar2014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
